award_name,award_url,award_category,year,winner,notes,table_index,row_index,raw_cells
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","4","San Miguel Beermen","team: San Miguel Beermen; Pld: 49; W: 26; L: 23; PCT: .531; Best finish: Third place","23","4","[""4"",""San Miguel Beermen"",""49"",""26"",""23"","".531"",""Third place""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","5","Alaska Aces","team: Alaska Aces; Pld: 59; W: 31; L: 28; PCT: .525; Best finish: Finalist","23","5","[""5"",""Alaska Aces"",""59"",""31"",""28"","".525"",""Finalist""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","6","Purefoods TJ Hotdogs","team: Purefoods TJ Hotdogs; Pld: 43; W: 22; L: 21; PCT: .512; Best finish: Champions","23","6","[""6"",""Purefoods TJ Hotdogs"",""43"",""22"",""21"","".512"",""Champions""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","7","Sta. Lucia Realtors","team: Sta. Lucia Realtors; Pld: 35; W: 17; L: 18; PCT: .486; Best finish: Quarterfinalist","23","7","[""7"",""Sta. Lucia Realtors"",""35"",""17"",""18"","".486"",""Quarterfinalist""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","8","FedEx Express","team: FedEx Express; Pld: 33; W: 14; L: 19; PCT: .424; Best finish: Quarterfinalist","23","8","[""8"",""FedEx Express"",""33"",""14"",""19"","".424"",""Quarterfinalist""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","9","RP-Hapee Toothpaste (G)","team: RP-Hapee Toothpaste (G); Pld: 11; W: 4; L: 7; PCT: .364; Best finish: Elimination round","23","9","[""9"",""RP-Hapee Toothpaste (G)"",""11"",""4"",""7"","".364"",""Elimination round""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","10","Shell Turbo Chargers","team: Shell Turbo Chargers; Pld: 32; W: 10; L: 22; PCT: .313; Best finish: Quarterfinalist","23","10","[""10"",""Shell Turbo Chargers"",""32"",""10"",""22"","".313"",""Quarterfinalist""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","11","Barangay Ginebra Kings","team: Barangay Ginebra Kings; Pld: 30; W: 8; L: 22; PCT: .267; Best finish: Elimination round","23","11","[""11"",""Barangay Ginebra Kings"",""30"",""8"",""22"","".267"",""Elimination round""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","12","RP-Selecta Ice Cream (G)","team: RP-Selecta Ice Cream (G); Pld: 21; W: 7; L: 14; PCT: .333; Best finish: Elimination round","23","12","[""12"",""RP-Selecta Ice Cream (G)"",""21"",""7"",""14"","".333"",""Elimination round""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","1","Batang Red Bull Thunder","team: Batang Red Bull Thunder; Pld: 30; W: 21; L: 9; PCT: .700","24","1","[""1"",""Batang Red Bull Thunder"",""30"",""21"",""9"","".700""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","2","Coca-Cola Tigers","team: Coca-Cola Tigers; Pld: 30; W: 20; L: 10; PCT: .667","24","2","[""2"",""Coca-Cola Tigers"",""30"",""20"",""10"","".667""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","3","Talk 'N Text Phone Pals","team: Talk 'N Text Phone Pals; Pld: 30; W: 19; L: 11; PCT: .633","24","3","[""3"",""Talk 'N Text Phone Pals"",""30"",""19"",""11"","".633""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","4","Alaska Aces","team: Alaska Aces; Pld: 30; W: 17; L: 13; PCT: .567[a]","24","4","[""4"",""Alaska Aces"",""30"",""17"",""13"","".567[a]""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","5","San Miguel Beermen","team: San Miguel Beermen; Pld: 30; W: 17; L: 13; PCT: .567[a]","24","5","[""5"",""San Miguel Beermen"",""30"",""17"",""13"","".567[a]""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","6","Sta. Lucia Realtors","team: Sta. Lucia Realtors; Pld: 30; W: 16; L: 14; PCT: .533","24","6","[""6"",""Sta. Lucia Realtors"",""30"",""16"",""14"","".533""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","7","Purefoods TJ Hotdogs","team: Purefoods TJ Hotdogs; Pld: 30; W: 14; L: 16; PCT: .467","24","7","[""7"",""Purefoods TJ Hotdogs"",""30"",""14"",""16"","".467""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","8","FedEx Express","team: FedEx Express; Pld: 30; W: 13; L: 17; PCT: .433","24","8","[""8"",""FedEx Express"",""30"",""13"",""17"","".433""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","9","RP-Hapee Toothpaste (G)","team: RP-Hapee Toothpaste (G); Pld: 11; W: 4; L: 7; PCT: .364","24","9","[""9"",""RP-Hapee Toothpaste (G)"",""11"",""4"",""7"","".364""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","10","Shell Turbo Chargers","team: Shell Turbo Chargers; Pld: 30; W: 10; L: 20; PCT: .333","24","10","[""10"",""Shell Turbo Chargers"",""30"",""10"",""20"","".333""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","11","RP-Selecta Ice Cream (G)","team: RP-Selecta Ice Cream (G); Pld: 21; W: 7; L: 14; PCT: .333","24","11","[""11"",""RP-Selecta Ice Cream (G)"",""21"",""7"",""14"","".333""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","12","Barangay Ginebra Kings","team: Barangay Ginebra Kings; Pld: 30; W: 8; L: 22; PCT: .267","24","12","[""12"",""Barangay Ginebra Kings"",""30"",""8"",""22"","".267""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","1","Alaska Aces","team: Alaska Aces; Pld: 29; W: 14; L: 15","25","1","[""1"",""Alaska Aces"",""29"",""14"",""15""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","2","Coca-Cola Tigers","team: Coca-Cola Tigers; Pld: 17; W: 10; L: 7","25","2","[""2"",""Coca-Cola Tigers"",""17"",""10"",""7""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","3","San Miguel Beermen","team: San Miguel Beermen; Pld: 19; W: 10; L: 9","25","3","[""3"",""San Miguel Beermen"",""19"",""10"",""9""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","4","Batang Red Bull Thunder","team: Batang Red Bull Thunder; Pld: 17; W: 9; L: 8","25","4","[""4"",""Batang Red Bull Thunder"",""17"",""9"",""8""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","5","Purefoods TJ Hotdogs","team: Purefoods TJ Hotdogs; Pld: 13; W: 8; L: 5","25","5","[""5"",""Purefoods TJ Hotdogs"",""13"",""8"",""5""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","6","Talk 'N Text Phone Pals","team: Talk 'N Text Phone Pals; Pld: 17; W: 8; L: 9","25","6","[""6"",""Talk 'N Text Phone Pals"",""17"",""8"",""9""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","7","FedEx Express","team: FedEx Express; Pld: 3; W: 1; L: 2","25","7","[""7"",""FedEx Express"",""3"",""1"",""2""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","8","Sta. Lucia Realotrs","team: Sta. Lucia Realotrs; Pld: 5; W: 1; L: 4","25","8","[""8"",""Sta. Lucia Realotrs"",""5"",""1"",""4""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","9","Shell Turbo Chargers","team: Shell Turbo Chargers; Pld: 2; W: 0; L: 2","25","9","[""9"",""Shell Turbo Chargers"",""2"",""0"",""2""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","10","Barangay Ginebra Kings","team: Barangay Ginebra Kings; Pld: 0; W: 0; L: 0","25","10","[""10"",""Barangay Ginebra Kings"",""0"",""0"",""0""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","Guest team/s","RP-Hapee Toothpaste (Governors' and Commissioner's Cups) RP-Selecta Ice Cream (Governors' Cup)","","26","3","[""Guest team/s"",""RP-Hapee Toothpaste (Governors' and Commissioner's Cups) RP-Selecta Ice Cream (Governors' Cup)""]"
"2002 PBA season","https://en.wikipedia.org/wiki/2002_PBA_season","Team trophies","Succession","2001 Seasons 2003 2001 Governors' Cup 2011 2001 Commissioner's Cup 2011 2001 All-Filipino Cup 2003","column_3: 2001 Seasons 2003; column_4: 2001 Governors' Cup 2011; column_5: 2001 Commissioner's Cup 2011; column_6: 2001 All-Filipino Cup 2003","26","4","[""Succession"",""2001 Seasons 2003 2001 Governors' Cup 2011 2001 Commissioner's Cup 2011 2001 All-Filipino Cup 2003"",""2001 Seasons 2003"",""2001 Governors' Cup 2011"",""2001 Commissioner's Cup 2011"",""2001 All-Filipino Cup 2003""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","Purefoods TJ Hotdogs","Chot Reyes","team: Purefoods TJ Hotdogs; Wins: 4","2","1","[""Purefoods TJ Hotdogs"",""Chot Reyes"",""4""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","Alaska Milkmen","Tim Cone","team: Alaska Milkmen; Wins: 1","2","2","[""Alaska Milkmen"",""Tim Cone"",""1""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","Finished 9–2 (.818), 1st","Eliminations","","3","1","[""Finished 9–2 (.818), 1st"",""Eliminations"",""Eliminations"",""Finished 7–4 (.636), 2nd""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","Finished 14–5 (.737), 1st","Semifinals","","3","2","[""Finished 14–5 (.737), 1st"",""Semifinals"",""Semifinals"",""Finished 13–6 (.684), 2nd""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","Purefoods","97","team: Purefoods; Game 2: 84; Game 3: 92; Game 4: 90; Game 5: 94; Wins: 4","4","1","[""Purefoods"",""97"",""84"",""92"",""90"",""94"",""4""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","Alaska","92","team: Alaska; Game 2: 79; Game 3: 89; Game 4: 91; Game 5: 79; Wins: 1","4","2","[""Alaska"",""92"",""79"",""89"",""91"",""79"",""1""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","Venue","Cuneta","team: Venue; Game 2: Cuneta; Game 3: Cuneta; Game 4: Cuneta; Game 5: Cuneta","4","3","[""Venue"",""Cuneta"",""Cuneta"",""Cuneta"",""Cuneta"",""Cuneta"",""""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","G/F","1","Name: Bong Ravena; Height: 6 ft 1 in (1.85 m); From: UE","32","1","[""G/F"",""1"","""",""Bong Ravena"",""6 ft 1 in (1.85 m)"","""","""",""UE""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","F","3","Name: Kenny Redfield (I); Height: 6 ft 5 in (1.96 m); From: Michigan State","32","2","[""F"",""3"","""",""Kenny Redfield (I)"",""6 ft 5 in (1.96 m)"","""","""",""Michigan State""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","F","6","Name: Abe King; Height: 6 ft 3 in (1.91 m); From: San Beda","32","3","[""F"",""6"","""",""Abe King"",""6 ft 3 in (1.91 m)"","""","""",""San Beda""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","F","7","Name: Rey Evangelista; Height: 6 ft 3 in (1.91 m); From: UST","32","4","[""F"",""7"","""",""Rey Evangelista"",""6 ft 3 in (1.91 m)"","""","""",""UST""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","F","8","Name: Freddie Abuda; Height: 6 ft 4 in (1.93 m); From: Cebu","32","5","[""F"",""8"","""",""Freddie Abuda"",""6 ft 4 in (1.93 m)"","""","""",""Cebu""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","F","9","Name: Peter Naron; Height: 6 ft 3 in (1.91 m); From: Visayas","32","6","[""F"",""9"","""",""Peter Naron"",""6 ft 3 in (1.91 m)"","""","""",""Visayas""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","G","11","Name: Richie Ticzon; Height: 5 ft 8 in (1.73 m); From: Ateneo","32","7","[""G"",""11"","""",""Richie Ticzon"",""5 ft 8 in (1.73 m)"","""","""",""Ateneo""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","G","12","Name: Glenn Capacio; Height: 6 ft 1 in (1.85 m); From: Far Eastern","32","8","[""G"",""12"","""",""Glenn Capacio"",""6 ft 1 in (1.85 m)"","""","""",""Far Eastern""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","F","16","Name: Alvin Patrimonio; Height: 6 ft 3 in (1.91 m); From: Mapúa","32","9","[""F"",""16"","""",""Alvin Patrimonio"",""6 ft 3 in (1.91 m)"","""","""",""Mapúa""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","G","17","Name: Olsen Racela; Height: 5 ft 9 in (1.75 m); From: Ateneo","32","10","[""G"",""17"","""",""Olsen Racela"",""5 ft 9 in (1.75 m)"","""","""",""Ateneo""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","G","22","Name: Frankie Lim; Height: 5 ft 11 in (1.80 m); From: San Beda","32","11","[""G"",""22"","""",""Frankie Lim"",""5 ft 11 in (1.80 m)"","""","""",""San Beda""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","G","25","Name: Vince Hizon; Height: 6 ft 2 in (1.88 m); From: Ateneo","32","12","[""G"",""25"","""",""Vince Hizon"",""6 ft 2 in (1.88 m)"","""","""",""Ateneo""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","C","33","Name: Manny Victorino; Height: 6 ft 5 in (1.96 m); From: José Rizal","32","13","[""C"",""33"","""",""Manny Victorino"",""6 ft 5 in (1.96 m)"","""","""",""José Rizal""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","C","44","Name: Jerry Codinera; Height: 6 ft 5 in (1.96 m); From: UE","32","14","[""C"",""44"","""",""Jerry Codinera"",""6 ft 5 in (1.96 m)"","""","""",""UE""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","G/F","4","Name: Merwin Castelo; Height: 6 ft 2 in (1.88 m); From: San Beda","34","1","[""G/F"",""4"","""",""Merwin Castelo"",""6 ft 2 in (1.88 m)"","""","""",""San Beda""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","G","5","Name: Gilbert Reyes; Height: 5 ft 8 in (1.73 m); From: Ateneo","34","2","[""G"",""5"","""",""Gilbert Reyes"",""5 ft 8 in (1.73 m)"","""","""",""Ateneo""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","G/F","6","Name: Jojo Lastimosa; Height: 6 ft 1 in (1.85 m); From: USJ–R","34","3","[""G/F"",""6"","""",""Jojo Lastimosa"",""6 ft 1 in (1.85 m)"","""","""",""USJ–R""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","G","7","Name: Roehl Gomez; Height: 6 ft 0 in (1.83 m); From: Cebu","34","4","[""G"",""7"","""",""Roehl Gomez"",""6 ft 0 in (1.83 m)"","""","""",""Cebu""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","G/F","9","Name: Johnedel Cardel; Height: 6 ft 0 in (1.83 m); From: De La Salle","34","5","[""G/F"",""9"","""",""Johnedel Cardel"",""6 ft 0 in (1.83 m)"","""","""",""De La Salle""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","C","12","Name: Dickie Bachmann; Height: 6 ft 5 in (1.96 m); From: De La Salle","34","6","[""C"",""12"","""",""Dickie Bachmann"",""6 ft 5 in (1.96 m)"","""","""",""De La Salle""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","G","14","Name: Johnny Abarrientos; Height: 5 ft 8 in (1.73 m); From: Far Eastern","34","7","[""G"",""14"","""",""Johnny Abarrientos"",""5 ft 8 in (1.73 m)"","""","""",""Far Eastern""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","F","16","Name: Bong Hawkins; Height: 6 ft 3 in (1.91 m); From: UPHSD","34","8","[""F"",""16"","""",""Bong Hawkins"",""6 ft 3 in (1.91 m)"","""","""",""UPHSD""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","C","24","Name: Cris Bolado; Height: 6 ft 7 in (2.01 m); From: National-U","34","9","[""C"",""24"","""",""Cris Bolado"",""6 ft 7 in (2.01 m)"","""","""",""National-U""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","F","25","Name: Marques Bragg (I); Height: 6 ft 5 in (1.96 m); From: Providence","34","10","[""F"",""25"","""",""Marques Bragg (I)"",""6 ft 5 in (1.96 m)"","""","""",""Providence""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","C","32","Name: Poch Juinio; Height: 6 ft 5 in (1.96 m); From: UP Diliman","34","11","[""C"",""32"","""",""Poch Juinio"",""6 ft 5 in (1.96 m)"","""","""",""UP Diliman""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","F","34","Name: Stevenson Solomon; Height: 6 ft 4 in (1.93 m); From: San Sebastian","34","12","[""F"",""34"","""",""Stevenson Solomon"",""6 ft 4 in (1.93 m)"","""","""",""San Sebastian""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","C","50","Name: Alex Araneta; Height: 6 ft 6 in (1.98 m); From: Ateneo","34","13","[""C"",""50"","""",""Alex Araneta"",""6 ft 6 in (1.98 m)"","""","""",""Ateneo""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","F","54","Name: Dondon Ampalayo; Height: 6 ft 3 in (1.91 m); From: USJ–R","34","14","[""F"",""54"","""",""Dondon Ampalayo"",""6 ft 3 in (1.91 m)"","""","""",""USJ–R""]"
"1994 PBA Commissioner's Cup finals","https://en.wikipedia.org/wiki/1994_PBA_Commissioner%27s_Cup_finals","Team trophies","Succession","1993 Seasons 1995 1993 All-Filipino Cup 1995 1993 Commissioner's Cup 1995 1993 Governors' Cup 1995","column_3: 1993 Seasons 1995; column_4: 1993 All-Filipino Cup 1995; column_5: 1993 Commissioner's Cup 1995; column_6: 1993 Governors' Cup 1995","36","3","[""Succession"",""1993 Seasons 1995 1993 All-Filipino Cup 1995 1993 Commissioner's Cup 1995 1993 Governors' Cup 1995"",""1993 Seasons 1995"",""1993 All-Filipino Cup 1995"",""1993 Commissioner's Cup 1995"",""1993 Governors' Cup 1995""]"
